STRONG,OBJ,UID,Condition_GP,V,WEAK,STRUG_START,two_level_prosody,IID,PP1,XY,Condition_Q,QI,SID,REC_CLEAN,REC,Reading,STRUG,prosody,FIRST
PP1,NO,208-12-1,FALSE,NO,NONE,,PP1,12,YES,Y,TRUE,YES,208,12EQN,12EQN,1,NO,PP1 ,1X
PP1,NO,208-12-2,FALSE,YES,V,,PP1,12,YES,X,TRUE,YES,208,12EQN,12EQN,2,NO,PP1 > V,1X
OBJ,YES,208-13-1,TRUE,NO,PP1,,OBJ > PP1,13,YES,Y,TRUE,YES,208,13EQY,13EQY,1,NO,OBJ > PP1,1X
PP1,YES,208-13-2,TRUE,NO,OBJ,,PP1 > OBJ,13,YES,X,TRUE,YES,208,13EQY,13EQY,2,NO,PP1 > OBJ,1X
NONE,YES,208-14-1,TRUE,NO,NONE,,OBJ PP1,14,YES,Y,FALSE,NO,208,14EDY,14EDY,1,NO,OBJ PP1,1X
OBJ,YES,208-14-2,TRUE,NO,PP1,PP2,OBJ > PP1,14,YES,X,FALSE,NO,208,14EDY,14EDY,2,YES,OBJ > PP1,1X
OBJ,YES,208-15-1,FALSE,NO,PP1,,OBJ > PP1,15,YES,Y,TRUE,YES,208,15EQN,15EQN,1,NO,OBJ > PP1,1X
OBJ,YES,208-15-2,FALSE,NO,PP1,,OBJ > PP1,15,YES,X,TRUE,YES,208,15EQN,15EQN,2,NO,OBJ > PP1,1X
PP1,YES,208-16-1,TRUE,NO,OBJ,,PP1 > OBJ,16,YES,Y,FALSE,NO,208,16EDY,16EDY,1,NO,PP1 > OBJ,1X
PP1,YES,208-16-2,TRUE,NO,OBJ,,PP1 > OBJ,16,YES,X,FALSE,NO,208,16EDY,16EDY,2,NO,PP1 > OBJ,1X
PP1,NO,208-2-1,FALSE,NO,NONE,,PP1,2,YES,Y,FALSE,NO,208,2EDN,2EDN,1,NO,PP1 ,1X
PP1,NO,208-2-2,FALSE,NO,NONE,,PP1,2,YES,X,FALSE,NO,208,2EDN,2EDN,2,NO,PP1 ,1X
OBJ,YES,208-3-1,FALSE,NO,NONE,,OBJ,3,NO,Y,FALSE,NO,208,3EDN,3EDN,1,NO,OBJ ,1X
OBJ,YES,208-3-2,FALSE,NO,NONE,,OBJ,3,NO,X,FALSE,NO,208,3EDN,3EDN,2,NO,OBJ ,1X
PP1,YES,208-4-1,TRUE,NO,OBJ,,PP1 > OBJ,4,YES,Y,FALSE,NO,208,4EDY,4EDY,1,NO,PP1 > OBJ,1X
PP1,YES,208-4-2,TRUE,NO,OBJ,,PP1 > OBJ,4,YES,X,FALSE,NO,208,4EDY,4EDY,2,NO,PP1 > OBJ,1X
OBJ,YES,208-5-1,FALSE,NO,NONE,,OBJ,5,NO,Y,FALSE,NO,208,5EDN,5EDN,1,NO,OBJ ,1X
OBJ,YES,208-5-2,FALSE,YES,V,,OBJ,5,NO,X,FALSE,NO,208,5EDN,5EDN,2,NO,OBJ > V,1X
PP1,NO,208-6-1,TRUE,NO,NONE,,PP1,6,YES,Y,FALSE,NO,208,6EDY,6EDY,1,NO,PP1 ,1X
OBJ,YES,208-6-2,TRUE,NO,PP1,,OBJ > PP1,6,YES,X,FALSE,NO,208,6EDY,6EDY,2,NO,OBJ > PP1,1X
PP1,YES,208-7-1,TRUE,NO,OBJ,PP1,PP1 > OBJ,7,YES,Y,TRUE,YES,208,7EQY,7EQY,1,YES,PP1 > OBJ,1X
PP1,NO,208-7-2,TRUE,YES,V,,PP1,7,YES,X,TRUE,YES,208,7EQY,7EQY,2,NO,PP1 > V,1X
PP1,NO,208-8-1,TRUE,NO,NONE,,PP1,8,YES,Y,TRUE,YES,208,8EQY,8EQY,1,NO,PP1 ,1X
PP1,YES,208-8-2,TRUE,NO,OBJ,,PP1 > OBJ,8,YES,X,TRUE,YES,208,8EQY,8EQY,2,NO,PP1 > OBJ,1X
OBJ,YES,208-9-1,FALSE,YES,V,,OBJ,9,NO,Y,TRUE,YES,208,9EQN,9EQN,1,NO,OBJ > V,1X
OBJ,YES,208-9-2,FALSE,NO,NONE,,OBJ,9,NO,X,TRUE,YES,208,9EQN,9EQN,2,NO,OBJ ,1X
PP1,YES,209-1-1,FALSE,NO,OBJ,,PP1 > OBJ,1,YES,Y,FALSE,NO,209,1EDN,1EDN,1,NO,PP1 > OBJ,16Y
OBJ,YES,209-1-2,FALSE,NO,NONE,,OBJ,1,NO,X,FALSE,NO,209,1EDN,1EDN,2,NO,OBJ ,16Y
PP1,NO,209-10-1,FALSE,NO,NONE,,PP1,10,YES,Y,TRUE,YES,209,10EQN,10EQN,1,NO,PP1 ,16Y
PP1,NO,209-10-2,FALSE,YES,V,,PP1,10,YES,X,TRUE,YES,209,10EQN,10EQN,2,NO,PP1 > V,16Y
PP1,NO,209-11-1,TRUE,NO,NONE,,PP1,11,YES,Y,FALSE,NO,209,11EDY,11EDY,1,NO,PP1 ,16Y
PP1,YES,209-11-2,TRUE,NO,OBJ,,PP1 > OBJ,11,YES,X,FALSE,NO,209,11EDY,11EDY,2,NO,PP1 > OBJ,16Y
NONE,NO,209-12-1,FALSE,YES,NONE,,PP1,12,YES,Y,FALSE,NO,209,12EDN,12EDN,1,NO,V PP1,16Y
OBJ,YES,209-12-2,FALSE,NO,NONE,,OBJ,12,NO,X,FALSE,NO,209,12EDN,12EDN,2,NO,OBJ ,16Y
PP1,NO,209-13-1,TRUE,YES,V,,PP1,13,YES,Y,FALSE,NO,209,13EDY,13EDY,1,NO,PP1 > V,16Y
PP1,YES,209-13-2,TRUE,NO,OBJ,,PP1 > OBJ,13,YES,X,FALSE,NO,209,13EDY,13EDY,2,NO,PP1 > OBJ,16Y
PP1,YES,209-14-1,TRUE,NO,OBJ,,PP1 > OBJ,14,YES,Y,TRUE,YES,209,14EQY,14EQY,1,NO,PP1 > OBJ,16Y
PP1,YES,209-14-2,TRUE,NO,OBJ,,PP1 > OBJ,14,YES,X,TRUE,YES,209,14EQY,14EQY,2,NO,PP1 > OBJ,16Y
OBJ,YES,209-15-1,FALSE,NO,PP1,,OBJ > PP1,15,YES,Y,FALSE,NO,209,15EDN,15EDN,1,NO,OBJ > PP1,16Y
OBJ,YES,209-15-2,FALSE,NO,PP1,,OBJ > PP1,15,YES,X,FALSE,NO,209,15EDN,15EDN,2,NO,OBJ > PP1,16Y
PP1,NO,209-16-1,TRUE,NO,NONE,,PP1,16,YES,Y,TRUE,YES,209,16EQY,16EQY,1,NO,PP1 ,16Y
PP1,NO,209-16-2,TRUE,NO,NONE,,PP1,16,YES,X,TRUE,YES,209,16EQY,16EQY,2,NO,PP1 ,16Y
PP1,NO,209-2-1,FALSE,NO,NONE,,PP1,2,YES,Y,TRUE,YES,209,2EQN,2EQN,1,NO,PP1 ,16Y
PP1,NO,209-2-2,FALSE,NO,NONE,,PP1,2,YES,X,TRUE,YES,209,2EQN,2EQN,2,NO,PP1 ,16Y
PP1,YES,209-3-1,FALSE,NO,OBJ,,PP1 > OBJ,3,YES,Y,TRUE,YES,209,3EQN,3EQN,1,NO,PP1 > OBJ,16Y
OBJ,YES,209-3-2,FALSE,NO,PP1,,OBJ > PP1,3,YES,X,TRUE,YES,209,3EQN,3EQN,2,NO,OBJ > PP1,16Y
PP1,YES,209-4-1,TRUE,NO,OBJ,,PP1 > OBJ,4,YES,Y,TRUE,YES,209,4EQY,4EQY,1,NO,PP1 > OBJ,16Y
PP1,YES,209-4-2,TRUE,NO,OBJ,,PP1 > OBJ,4,YES,X,TRUE,YES,209,4EQY,4EQY,2,NO,PP1 > OBJ,16Y
OBJ,YES,209-5-1,FALSE,NO,NONE,,OBJ,5,NO,Y,TRUE,YES,209,5EQN,5EQN,1,NO,OBJ ,16Y
OBJ,YES,209-5-2,FALSE,NO,PP1,,OBJ > PP1,5,YES,X,TRUE,YES,209,5EQN,5EQN,2,NO,OBJ > PP1,16Y
PP1,NO,209-6-1,TRUE,NO,NONE,,PP1,6,YES,Y,TRUE,YES,209,6EQY,6EQY,1,NO,PP1 ,16Y
PP1,NO,209-6-2,TRUE,NO,NONE,,PP1,6,YES,X,TRUE,YES,209,6EQY,6EQY,2,NO,PP1 ,16Y
PP1,NO,209-7-1,TRUE,NO,NONE,,PP1,7,YES,Y,FALSE,NO,209,7EDY,7EDY,1,NO,PP1 ,16Y
PP1,NO,209-7-2,TRUE,YES,V,,PP1,7,YES,X,FALSE,NO,209,7EDY,7EDY,2,NO,PP1 > V,16Y
PP1,YES,209-8-1,TRUE,NO,OBJ,,PP1 > OBJ,8,YES,Y,FALSE,NO,209,8EDY,8EDY,1,NO,PP1 > OBJ,16Y
OBJ,YES,209-8-2,TRUE,NO,PP1,,OBJ > PP1,8,YES,X,FALSE,NO,209,8EDY,8EDY,2,NO,OBJ > PP1,16Y
OBJ,YES,209-9-1,FALSE,NO,NONE,,OBJ,9,NO,Y,FALSE,YES,209,9EDN,9EDN,1,NO,OBJ ,16Y
OBJ,YES,209-9-2,FALSE,NO,NONE,,OBJ,9,NO,X,FALSE,NO,209,9EDN,9EDN,2,NO,OBJ ,16Y
PP1,NO,21-1-1,FALSE,NO,NONE,,PP1,1,YES,X,FALSE,NO,21,1EDN,21.1EDN_X,1,NO,PP1 ,16Y
OBJ,YES,21-1-2,FALSE,NO,PP1,,OBJ > PP1,1,YES,Y,FALSE,NO,21,1EDN,21.1EDN_Y,2,NO,OBJ > PP1,16Y
OBJ,YES,21-10-1,FALSE,YES,V,,OBJ,10,NO,X,TRUE,YES,21,10EQN,21.10EQN_X,1,NO,OBJ > V,16Y
PP1,NO,21-10-2,FALSE,NO,NONE,,PP1,10,YES,Y,TRUE,YES,21,10EQN,21.10EQN_Y,2,NO,PP1 ,16Y
PP1,NO,21-11-1,TRUE,NO,NONE,,PP1,11,YES,X,FALSE,NO,21,11EDY,21.11EDY_X,1,NO,PP1 ,16Y
OBJ,YES,21-11-2,TRUE,NO,PP1,,OBJ > PP1,11,YES,Y,FALSE,NO,21,11EDY,21.11EDY_Y,2,NO,OBJ > PP1,16Y
OBJ,YES,21-12-1,FALSE,NO,NONE,,OBJ,12,NO,X,FALSE,NO,21,12EDN,21.12EDN_X,1,NO,OBJ ,16Y
OBJ,YES,21-12-2,FALSE,NO,NONE,,OBJ,12,NO,Y,FALSE,NO,21,12EDN,21.12EDN_Y,2,NO,OBJ ,16Y
PP1,YES,21-13-1,TRUE,NO,OBJ,,PP1 > OBJ,13,YES,X,FALSE,NO,21,13EDY,21.13EDY_X,1,NO,PP1 > OBJ,16Y
OBJ,YES,21-13-2,TRUE,NO,PP1,,OBJ > PP1,13,YES,Y,FALSE,NO,21,13EDY,21.13EDY_Y,2,NO,OBJ > PP1,16Y
PP1,YES,21-14-1,TRUE,NO,OBJ,,PP1 > OBJ,14,YES,X,TRUE,YES,21,14EQY,21.14EQY_X,1,NO,PP1 > OBJ,16Y
OBJ,YES,21-14-2,TRUE,NO,PP1,,OBJ > PP1,14,YES,Y,TRUE,YES,21,14EQY,21.14EQY_Y,2,NO,OBJ > PP1,16Y
OBJ,YES,21-15-1,FALSE,NO,PP1,,OBJ > PP1,15,YES,X,FALSE,NO,21,15EDN,21.15EDN_X,1,NO,OBJ > PP1,16Y
OBJ,YES,21-15-2,FALSE,NO,PP1,PP1,OBJ > PP1,15,YES,Y,FALSE,NO,21,15EDN,21.15EDN_Y,2,YES,OBJ > PP1,16Y
PP1,YES,21-16-1,TRUE,NO,OBJ,,PP1 > OBJ,16,YES,X,TRUE,YES,21,16EQY,21.16EQY_X,1,NO,PP1 > OBJ,16Y
PP1,YES,21-16-2,TRUE,NO,OBJ,,PP1 > OBJ,16,YES,Y,TRUE,YES,21,16EQY,21.16EQY_Y,2,NO,PP1 > OBJ,16Y
PP1,NO,21-2-1,FALSE,NO,NONE,,PP1,2,YES,X,TRUE,YES,21,2EQN,21.2EQN_X,1,NO,PP1 ,16Y
PP1,NO,21-2-2,FALSE,NO,NONE,,PP1,2,YES,Y,TRUE,YES,21,2EQN,21.2EQN_Y,2,NO,PP1 ,16Y
PP1,NO,21-3-1,FALSE,NO,NONE,,PP1,3,YES,X,TRUE,YES,21,3EQN,21.3EQN_X,1,NO,PP1 ,16Y
OBJ,YES,21-3-2,FALSE,NO,PP1,,OBJ > PP1,3,YES,Y,TRUE,YES,21,3EQN,21.3EQN_Y,2,NO,OBJ > PP1,16Y
PP1,YES,21-4-1,TRUE,NO,OBJ,,PP1 > OBJ,4,YES,X,TRUE,YES,21,4EQY,21.4EQY_X,1,NO,PP1 > OBJ,16Y
OBJ,YES,21-4-2,TRUE,NO,PP1,,OBJ > PP1,4,YES,Y,TRUE,YES,21,4EQY,21.4EQY_Y,2,NO,OBJ > PP1,16Y
PP1,YES,21-5-1,FALSE,NO,OBJ,,PP1 > OBJ,5,YES,X,TRUE,YES,21,5EQN,21.5EQN_X,1,NO,PP1 > OBJ,16Y
OBJ,YES,21-5-2,FALSE,NO,PP1,,OBJ > PP1,5,YES,Y,TRUE,YES,21,5EQN,21.5EQN_Y,2,NO,OBJ > PP1,16Y
PP1,NO,21-6-1,TRUE,NO,NONE,PP1,PP1,6,YES,X,TRUE,YES,21,6EQY,21.6EQY_X,1,YES,PP1 ,16Y
PP1,YES,21-6-2,TRUE,NO,OBJ,,PP1 > OBJ,6,YES,Y,TRUE,YES,21,6EQY,21.6EQY_Y,2,NO,PP1 > OBJ,16Y
PP1,NO,21-7-1,TRUE,NO,NONE,,PP1,7,YES,X,FALSE,NO,21,7EDY,21.7EDY_X,1,NO,PP1 ,16Y
OBJ,YES,21-7-2,TRUE,NO,PP1,,OBJ > PP1,7,YES,Y,FALSE,NO,21,7EDY,21.7EDY_Y,2,NO,OBJ > PP1,16Y
PP1,YES,21-8-1,TRUE,NO,OBJ,,PP1 > OBJ,8,YES,X,FALSE,NO,21,8EDY,21.8EDY_X,1,NO,PP1 > OBJ,16Y
PP1,NO,21-8-2,TRUE,NO,NONE,,PP1,8,YES,Y,FALSE,NO,21,8EDY,21.8EDY_Y,2,NO,PP1 ,16Y
PP1,NO,21-9-1,FALSE,NO,NONE,,PP1,9,YES,X,FALSE,NO,21,9EDN,21.9EDN_X,1,NO,PP1 ,16Y
OBJ,YES,21-9-2,FALSE,NO,PP1,,OBJ > PP1,9,YES,Y,FALSE,NO,21,9EDN,21.9EDN_Y,2,NO,OBJ > PP1,16Y
PP1,NO,210-1-1,TRUE,NO,NONE,,PP1,1,YES,Y,TRUE,YES,210,1EQY,1EQY,1,NO,PP1 ,16Y
PP1,YES,210-1-2,TRUE,NO,OBJ,,PP1 > OBJ,1,YES,X,TRUE,NO,210,1EQY,1EQY,2,NO,PP1 > OBJ,16Y
PP1,NO,210-10-1,TRUE,NO,NONE,,PP1,10,YES,Y,FALSE,NO,210,10EDY,10EDY,1,NO,PP1 ,16Y
PP1,YES,210-10-2,TRUE,NO,OBJ,,PP1 > OBJ,10,YES,X,FALSE,NO,210,10EDY,10EDY,2,NO,PP1 > OBJ,16Y
NONE,YES,210-11-1,FALSE,NO,NONE,PP1,OBJ PP1,11,YES,Y,TRUE,NO,210,11EQN,11EQN,1,YES,OBJ PP1,16Y
NONE,YES,210-11-2,FALSE,NO,NONE,,OBJ PP1,11,YES,X,TRUE,YES,210,11EQN,11EQN,2,NO,OBJ PP1,16Y
PP1,NO,210-12-1,TRUE,NO,NONE,,PP1,12,YES,Y,TRUE,YES,210,12EQY,12EQY,1,NO,PP1 ,16Y
PP1,NO,210-12-2,TRUE,NO,NONE,,PP1,12,YES,X,TRUE,YES,210,12EQY,12EQY,2,NO,PP1 ,16Y
OBJ,YES,210-13-1,FALSE,NO,NONE,,OBJ,13,NO,Y,TRUE,YES,210,13EQN,13EQN,1,NO,OBJ ,16Y
OBJ,YES,210-13-2,FALSE,NO,NONE,,OBJ,13,NO,X,TRUE,YES,210,13EQN,13EQN,2,NO,OBJ ,16Y
OBJ,YES,210-14-1,FALSE,NO,NONE,,OBJ,14,NO,Y,FALSE,NO,210,14EDN,14EDN,1,NO,OBJ ,16Y
OBJ,YES,210-14-2,FALSE,NO,NONE,,OBJ,14,NO,X,FALSE,NO,210,14EDN,14EDN,2,NO,OBJ ,16Y
PP1,YES,210-15-1,TRUE,NO,OBJ,,PP1 > OBJ,15,YES,Y,TRUE,YES,210,15EQY,15EQY,1,NO,PP1 > OBJ,16Y
PP1,YES,210-15-2,TRUE,NO,OBJ,,PP1 > OBJ,15,YES,X,TRUE,YES,210,15EQY,15EQY,2,NO,PP1 > OBJ,16Y
PP1,NO,210-16-1,FALSE,NO,NONE,,PP1,16,YES,Y,FALSE,NO,210,16EDN,16EDN,1,NO,PP1 ,16Y
PP1,NO,210-16-2,FALSE,NO,NONE,,PP1,16,YES,X,FALSE,NO,210,16EDN,16EDN,2,NO,PP1 ,16Y
PP1,NO,210-2-1,TRUE,NO,NONE,,PP1,2,YES,Y,FALSE,NO,210,2EDY,2EDY,1,NO,PP1 ,16Y
PP1,NO,210-2-2,TRUE,NO,NONE,,PP1,2,YES,X,FALSE,NO,210,2EDY,2EDY,2,NO,PP1 ,16Y
OBJ,YES,210-3-1,TRUE,NO,PP1,,OBJ > PP1,3,YES,Y,FALSE,NO,210,3EDY,3EDY,1,NO,OBJ > PP1,16Y
PP1,YES,210-3-2,TRUE,NO,OBJ,,PP1 > OBJ,3,YES,X,FALSE,NO,210,3EDY,3EDY,2,NO,PP1 > OBJ,16Y
OBJ,YES,210-4-1,FALSE,NO,PP1,,OBJ > PP1,4,YES,Y,FALSE,NO,210,4EDN,4EDN,1,NO,OBJ > PP1,16Y
PP1,YES,210-4-2,FALSE,NO,OBJ,,PP1 > OBJ,4,YES,X,FALSE,NO,210,4EDN,4EDN,2,NO,PP1 > OBJ,16Y
PP1,NO,210-5-1,TRUE,NO,NONE,,PP1,5,YES,Y,FALSE,NO,210,5EDY,5EDY,1,NO,PP1 ,16Y
PP1,YES,210-5-2,TRUE,NO,OBJ,,PP1 > OBJ,5,YES,X,FALSE,NO,210,5EDY,5EDY,2,NO,PP1 > OBJ,16Y
PP1,NO,210-6-1,FALSE,NO,NONE,,PP1,6,YES,Y,FALSE,NO,210,6EDN,6EDN,1,NO,PP1 ,16Y
PP1,NO,210-6-2,FALSE,NO,NONE,,PP1,6,YES,X,FALSE,NO,210,6EDN,6EDN,2,NO,PP1 ,16Y
PP1,YES,210-7-1,FALSE,NO,OBJ,,PP1 > OBJ,7,YES,Y,TRUE,YES,210,7EQN,7EQN,1,NO,PP1 > OBJ,16Y
PP1,NO,210-7-2,FALSE,NO,NONE,,PP1,7,YES,X,TRUE,YES,210,7EQN,7EQN,2,NO,PP1 ,16Y
PP1,NO,210-8-1,FALSE,NO,NONE,,PP1,8,YES,Y,TRUE,YES,210,8EQN,8EQN,1,NO,PP1 ,16Y
PP1,NO,210-8-2,FALSE,NO,NONE,,PP1,8,YES,X,TRUE,YES,210,8EQN,8EQN,2,NO,PP1 ,16Y
PP1,NO,210-9-1,TRUE,NO,NONE,,PP1,9,YES,Y,TRUE,YES,210,9EQY,9EQY,1,NO,PP1 ,16Y
PP1,YES,210-9-2,TRUE,NO,OBJ,,PP1 > OBJ,9,YES,X,TRUE,YES,210,9EQY,9EQY,2,NO,PP1 > OBJ,16Y
OBJ,YES,212-1-1,FALSE,NO,NONE,OBJ,OBJ,1,NO,Y,TRUE,NO,212,1EQN,1EQN,1,YES,OBJ ,1Y
V,NO,212-1-2,FALSE,YES,NONE,,,1,NO,X,TRUE,NO,212,1EQN,1EQN,2,NO,V ,1Y
PP1,NO,212-10-1,FALSE,NO,NONE,,PP1,10,YES,Y,FALSE,NO,212,10EDN,10EDN,1,NO,PP1 ,1Y
PP1,NO,212-10-2,FALSE,NO,NONE,V,PP1,10,YES,X,FALSE,NO,212,10EDN,10EDN,2,YES,PP1 ,1Y
OBJ,YES,212-11-1,TRUE,NO,PP1,,OBJ > PP1,11,YES,Y,TRUE,YES,212,11EQY,11EQY,1,NO,OBJ > PP1,1Y
OBJ,YES,212-11-2,TRUE,NO,PP1,,OBJ > PP1,11,YES,X,TRUE,NO,212,11EQY,11EQY,2,NO,OBJ > PP1,1Y
PP1,NO,212-12-1,FALSE,YES,V,,PP1,12,YES,Y,TRUE,YES,212,12EQN,12EQN,1,NO,PP1 > V,1Y
PP1,NO,212-12-2,FALSE,NO,NONE,,PP1,12,YES,X,TRUE,YES,212,12EQN,12EQN,2,NO,PP1 ,1Y
PP1,YES,212-13-1,TRUE,NO,OBJ,,PP1 > OBJ,13,YES,Y,TRUE,YES,212,13EQY,13EQY,1,NO,PP1 > OBJ,1Y
OBJ,YES,212-13-2,TRUE,NO,PP1,,OBJ > PP1,13,YES,X,TRUE,YES,212,13EQY,13EQY,2,NO,OBJ > PP1,1Y
PP1,YES,212-14-1,TRUE,NO,OBJ,,PP1 > OBJ,14,YES,Y,FALSE,NO,212,14EDY,14EDY,1,NO,PP1 > OBJ,1Y
OBJ,YES,212-14-2,TRUE,NO,PP1,,OBJ > PP1,14,YES,X,FALSE,NO,212,14EDY,14EDY,2,NO,OBJ > PP1,1Y
OBJ,YES,212-15-1,FALSE,NO,PP1,,OBJ > PP1,15,YES,Y,TRUE,YES,212,15EQN,15EQN,1,NO,OBJ > PP1,1Y
OBJ,YES,212-15-2,FALSE,NO,PP1,,OBJ > PP1,15,YES,X,TRUE,YES,212,15EQN,15EQN,2,NO,OBJ > PP1,1Y
PP1,YES,212-16-1,TRUE,NO,OBJ,,PP1 > OBJ,16,YES,Y,FALSE,NO,212,16EDY,16EDY,1,NO,PP1 > OBJ,1Y
PP1,YES,212-16-2,TRUE,NO,OBJ,,PP1 > OBJ,16,YES,X,FALSE,NO,212,16EDY,16EDY,2,NO,PP1 > OBJ,1Y
PP1,YES,212-2-1,FALSE,NO,OBJ,,PP1 > OBJ,2,YES,Y,FALSE,NO,212,2EDN,2EDN,1,NO,PP1 > OBJ,1Y
PP1,YES,212-2-2,FALSE,NO,OBJ,,PP1 > OBJ,2,YES,X,FALSE,NO,212,2EDN,2EDN,2,NO,PP1 > OBJ,1Y
OBJ,YES,212-3-1,FALSE,NO,NONE,,OBJ,3,NO,Y,FALSE,NO,212,3EDN,3EDN,1,NO,OBJ ,1Y
OBJ,YES,212-3-2,FALSE,NO,NONE,,OBJ,3,NO,X,FALSE,NO,212,3EDN,3EDN,2,NO,OBJ ,1Y
OBJ,YES,212-4-1,TRUE,YES,PP1,,OBJ > PP1,4,YES,Y,FALSE,NO,212,4EDY,4EDY,1,NO,OBJ > V PP1,1Y
OBJ,YES,212-4-2,TRUE,YES,PP1,,OBJ > PP1,4,YES,X,FALSE,NO,212,4EDY,4EDY,2,NO,OBJ > V PP1,1Y
OBJ,YES,212-5-1,FALSE,NO,NONE,,OBJ,5,NO,Y,FALSE,NO,212,5EDN,5EDN,1,NO,OBJ ,1Y
OBJ,YES,212-5-2,FALSE,NO,NONE,,OBJ,5,NO,X,FALSE,NO,212,5EDN,5EDN,2,NO,OBJ ,1Y
PP1,YES,212-6-1,TRUE,NO,OBJ,,PP1 > OBJ,6,YES,Y,FALSE,NO,212,6EDY,6EDY,1,NO,PP1 > OBJ,1Y
PP1,YES,212-6-2,TRUE,NO,OBJ,,PP1 > OBJ,6,YES,X,FALSE,NO,212,6EDY,6EDY,2,NO,PP1 > OBJ,1Y
PP1,YES,212-7-1,TRUE,NO,OBJ,,PP1 > OBJ,7,YES,Y,TRUE,YES,212,7EQY,7EQY,1,NO,PP1 > OBJ,1Y
PP1,YES,212-7-2,TRUE,NO,OBJ,,PP1 > OBJ,7,YES,X,TRUE,YES,212,7EQY,7EQY,2,NO,PP1 > OBJ,1Y
PP1,YES,212-8-1,TRUE,YES,NONE,,PP1 > OBJ,8,YES,Y,TRUE,NO,212,8EQY,8EQY,1,NO,PP1 > V OBJ,1Y
