filename,participant,GP_condition,Q_condition,item,inter_reading,is_filler
1.10EQN,1,False,True,10,NA,False
1.11EDY,1,True,False,11,NA,False
1.12EDN,1,False,False,12,NA,False
1.13EDY,1,True,False,13,NA,False
1.14EQY,1,True,True,14,NA,False
1.15EDN,1,False,False,15,NA,False
1.16EQY,1,True,True,16,NA,False
1.17FDY,1,True,False,17,NA,True
1.18FDY,1,True,False,18,NA,True
1.19FDY,1,True,False,19,NA,True
1.1EDN,1,False,False,1,NA,False
1.20FDY,1,True,False,20,NA,True
1.21FDY,1,True,False,21,NA,True
1.22FDY,1,True,False,22,NA,True
1.23FDY,1,True,False,23,NA,True
1.24FDY,1,True,False,24,NA,True
1.25FQY,1,True,True,25,NA,True
1.26FDY,1,True,False,26,NA,True
1.27FDY,1,True,False,27,NA,True
1.28FDY,1,True,False,28,NA,True
1.29FDY,1,True,False,29,NA,True
1.2EQN,1,False,True,2,NA,False
1.30FQY,1,True,True,30,NA,True
1.31FQY,1,True,True,31,NA,True
1.32FQY,1,True,True,32,NA,True
1.33FQN,1,False,True,33,NA,True
1.34FDN,1,False,False,34,NA,True
1.35FQN,1,False,True,35,NA,True
1.36FDN,1,False,False,36,NA,True
1.37FQN,1,False,True,37,NA,True
1.38FQN,1,False,True,38,NA,True
1.39FQN,1,False,True,39,NA,True
1.3EQN,1,False,True,3,NA,False
1.40FQN,1,False,True,40,NA,True
1.41FQN,1,False,True,41,NA,True
1.42FQN,1,False,True,42,NA,True
1.43FQN,1,False,True,43,NA,True
1.44FDN,1,False,False,44,NA,True
1.45FDN,1,False,False,45,NA,True
1.46FQN,1,False,True,46,NA,True
1.47FQN,1,False,True,47,NA,True
1.48FQN,1,False,True,48,NA,True
1.4EQY,1,True,True,4,NA,False
1.5EQN,1,False,True,5,NA,False
1.6EQY,1,True,True,6,NA,False
1.7EDY,1,True,False,7,NA,False
1.8EDY,1,True,False,8,NA,False
1.9EDN,1,False,False,9,NA,False
10.10EDY,10,True,False,10,NA,False
10.11EQN,10,False,True,11,NA,False
10.12EQY,10,True,True,12,NA,False
10.13EQN,10,False,True,13,NA,False
10.14EDN,10,False,False,14,NA,False
10.15EQY,10,True,True,15,NA,False
10.16EDN,10,False,False,16,NA,False
10.17FQY,10,True,True,17,NA,True
10.18FQY,10,True,True,18,NA,True
10.19FQY,10,True,True,19,NA,True
10.1EQY,10,True,True,1,NA,False
10.20FQY,10,True,True,20,NA,True
10.21FQY,10,True,True,21,NA,True
10.22FQY,10,True,True,22,NA,True
10.23FQY,10,True,True,23,NA,True
10.24FQY,10,True,True,24,NA,True
10.25FDY,10,True,False,25,NA,True
10.26FQY,10,True,True,26,NA,True
10.27FQY,10,True,True,27,NA,True
10.28FQY,10,True,True,28,NA,True
10.29FQY,10,True,True,29,NA,True
10.2EDY,10,True,False,2,NA,False
10.30FDY,10,True,False,30,NA,True
10.31FDY,10,True,False,31,NA,True
10.32FDY,10,True,False,32,NA,True
10.33FDN,10,False,False,33,NA,True
10.34FQN,10,False,True,34,NA,True
10.35FDN,10,False,False,35,NA,True
10.36FQN,10,False,True,36,NA,True
10.37FDN,10,False,False,37,NA,True
10.38FDN,10,False,False,38,NA,True
10.39FDN,10,False,False,39,NA,True
10.3EDY,10,True,False,3,NA,False
10.40FDN,10,False,False,40,NA,True
10.41FDN,10,False,False,41,NA,True
10.42FDN,10,False,False,42,NA,True
10.43FDN,10,False,False,43,NA,True
10.44FQN,10,False,True,44,NA,True
10.45FQN,10,False,True,45,NA,True
10.46FDN,10,False,False,46,NA,True
10.47FDN,10,False,False,47,NA,True
10.48FDN,10,False,False,48,NA,True
10.4EDN,10,False,False,4,NA,False
10.5EDY,10,True,False,5,NA,False
10.6EDN,10,False,False,6,NA,False
10.7EQN,10,False,True,7,NA,False
10.8EQN,10,False,True,8,NA,False
10.9EQY,10,True,True,9,NA,False
11.10EQY,11,True,True,10,NA,False
11.11EDN,11,False,False,11,NA,False
11.15EDY,11,True,False,15,NA,False
11.16EQN,11,False,True,16,NA,False
11.17FDY,11,True,False,17,NA,True
11.18FDY,11,True,False,18,NA,True
11.19FDY,11,True,False,19,NA,True
11.1EDY,11,True,False,1,NA,False
11.21FDY,11,True,False,21,NA,True
11.23FDY,11,True,False,23,NA,True
11.24FDY,11,True,False,24,NA,True
11.25FQY,11,True,True,25,NA,True
11.27FDY,11,True,False,27,NA,True
11.28FDY,11,True,False,28,NA,True
11.29FDY,11,True,False,29,NA,True
11.30FQY,11,True,True,30,NA,True
11.31FQY,11,True,True,31,NA,True
11.32FQY,11,True,True,32,NA,True
11.34FDN,11,False,False,34,NA,True
11.35FQN,11,False,True,35,NA,True
11.36FDN,11,False,False,36,NA,True
11.37FQN,11,False,True,37,NA,True
11.39FQN,11,False,True,39,NA,True
11.3EQY,11,True,True,3,NA,False
11.41FQN,11,False,True,41,NA,True
11.42FQN,11,False,True,42,NA,True
11.43FQN,11,False,True,43,NA,True
11.44FDN,11,False,False,44,NA,True
11.45FDN,11,False,False,45,NA,True
11.47FQN,11,False,True,47,NA,True
11.48FQN,11,False,True,48,NA,True
11.4EQN,11,False,True,4,NA,False
11.5EQY,11,True,True,5,NA,False
11.6EQN,11,False,True,6,NA,False
11.7EDN,11,False,False,7,NA,False
11.8EDN,11,False,False,8,NA,False
12.10EDN,12,False,False,10,NA,False
12.11EQY,12,True,True,11,NA,False
12.12EQN,12,False,True,12,NA,False
12.13EQY,12,True,True,13,NA,False
12.14EDY,12,True,False,14,NA,False
12.15EQN,12,False,True,15,NA,False
12.16EDY,12,True,False,16,NA,False
12.17FQY,12,True,True,17,NA,True
12.18FQY,12,True,True,18,NA,True
12.19FQY,12,True,True,19,NA,True
12.1EQN,12,False,True,1,NA,False
12.20FQY,12,True,True,20,NA,True
12.21FQY,12,True,True,21,NA,True
12.22FQY,12,True,True,22,NA,True
12.23FQY,12,True,True,23,NA,True
12.24FQY,12,True,True,24,NA,True
12.25FDY,12,True,False,25,NA,True
12.26FQY,12,True,True,26,NA,True
12.27FQY,12,True,True,27,NA,True
12.28FQY,12,True,True,28,NA,True
12.29FQY,12,True,True,29,NA,True
12.2EDN,12,False,False,2,NA,False
12.30FDY,12,True,False,30,NA,True
12.31FDY,12,True,False,31,NA,True
12.32FDY,12,True,False,32,NA,True
12.33FDN,12,False,False,33,NA,True
12.34FQN,12,False,True,34,NA,True
12.35FDN,12,False,False,35,NA,True
12.36FQN,12,False,True,36,NA,True
12.37FDN,12,False,False,37,NA,True
12.38FDN,12,False,False,38,NA,True
12.39FDN,12,False,False,39,NA,True
12.3EDN,12,False,False,3,NA,False
12.40FDN,12,False,False,40,NA,True
12.41FDN,12,False,False,41,NA,True
12.42FDN,12,False,False,42,NA,True
12.43FDN,12,False,False,43,NA,True
12.44FQN,12,False,True,44,NA,True
12.45FQN,12,False,True,45,NA,True
12.46FDN,12,False,False,46,NA,True
12.47FDN,12,False,False,47,NA,True
12.48FDN,12,False,False,48,NA,True
12.4EDY,12,True,False,4,NA,False
12.5EDN,12,False,False,5,NA,False
12.6EDY,12,True,False,6,NA,False
12.7EQY,12,True,True,7,NA,False
12.8EQY,12,True,True,8,NA,False
12.9EQN,12,False,True,9,NA,False
13.10EQN,13,False,True,10,NA,False
13.11EDY,13,True,False,11,NA,False
13.12EDN,13,False,False,12,NA,False
13.13EDY,13,True,False,13,NA,False
13.14EQY,13,True,True,14,NA,False
13.15EDN,13,False,False,15,NA,False
13.16EQY,13,True,True,16,NA,False
13.17FDY,13,True,False,17,NA,True
13.18FDY,13,True,False,18,NA,True
13.19FDY,13,True,False,19,NA,True
13.1EDN,13,False,False,1,NA,False
13.20FDY,13,True,False,20,NA,True
13.21FDY,13,True,False,21,NA,True
13.22FDY,13,True,False,22,NA,True
13.23FDY,13,True,False,23,NA,True
13.24FDY,13,True,False,24,NA,True
13.25FQY,13,True,True,25,NA,True
13.26FDY,13,True,False,26,NA,True
13.27FDY,13,True,False,27,NA,True
13.28FDY,13,True,False,28,NA,True
13.29FDY,13,True,False,29,NA,True
13.2EQN,13,False,True,2,NA,False
13.30FQY,13,True,True,30,NA,True
13.31FQY,13,True,True,31,NA,True
13.32FQY,13,True,True,32,NA,True
13.33FQN,13,False,True,33,NA,True
13.34FDN,13,False,False,34,NA,True
13.35FQN,13,False,True,35,NA,True
13.36FDN,13,False,False,36,NA,True
13.37FQN,13,False,True,37,NA,True
13.38FQN,13,False,True,38,NA,True
13.39FQN,13,False,True,39,NA,True
13.3EQN,13,False,True,3,NA,False
13.40FQN,13,False,True,40,NA,True
13.41FQN,13,False,True,41,NA,True
13.42FQN,13,False,True,42,NA,True
13.43FQN,13,False,True,43,NA,True
13.44FDN,13,False,False,44,NA,True
13.45FDN,13,False,False,45,NA,True
13.46FQN,13,False,True,46,NA,True
13.47FQN,13,False,True,47,NA,True
13.48FQN,13,False,True,48,NA,True
13.4EQY,13,True,True,4,NA,False
13.5EQN,13,False,True,5,NA,False
13.6EQY,13,True,True,6,NA,False
13.7EDY,13,True,False,7,NA,False
13.8EDY,13,True,False,8,NA,False
13.9EDN,13,False,False,9,NA,False
14.10EDY,14,True,False,10,NA,False
14.11EQN,14,False,True,11,NA,False
14.12EQY,14,True,True,12,NA,False
14.13EQN,14,False,True,13,NA,False
14.14EDN,14,False,False,14,NA,False
14.15EQY,14,True,True,15,NA,False
14.16EDN,14,False,False,16,NA,False
14.17FQY,14,True,True,17,NA,True
14.18FQY,14,True,True,18,NA,True
14.19FQY,14,True,True,19,NA,True
14.1EQY,14,True,True,1,NA,False
14.20FQY,14,True,True,20,NA,True
14.21FQY,14,True,True,21,NA,True
14.22FQY,14,True,True,22,NA,True
14.23FQY,14,True,True,23,NA,True
14.24FQY,14,True,True,24,NA,True
14.25FDY,14,True,False,25,NA,True
14.26FQY,14,True,True,26,NA,True
14.27FQY,14,True,True,27,NA,True
14.28FQY,14,True,True,28,NA,True
14.29FQY,14,True,True,29,NA,True
14.2EDY,14,True,False,2,NA,False
14.30FDY,14,True,False,30,NA,True
14.31FDY,14,True,False,31,NA,True
14.32FDY,14,True,False,32,NA,True
14.33FDN,14,False,False,33,NA,True
14.34FQN,14,False,True,34,NA,True
14.35FDN,14,False,False,35,NA,True
14.36FQN,14,False,True,36,NA,True
14.37FDN,14,False,False,37,NA,True
14.38FDN,14,False,False,38,NA,True
14.39FDN,14,False,False,39,NA,True
14.3EDY,14,True,False,3,NA,False
14.40FDN,14,False,False,40,NA,True
14.41FDN,14,False,False,41,NA,True
14.42FDN,14,False,False,42,NA,True
14.43FDN,14,False,False,43,NA,True
14.44FQN,14,False,True,44,NA,True
14.45FQN,14,False,True,45,NA,True
14.46FDN,14,False,False,46,NA,True
14.47FDN,14,False,False,47,NA,True
14.48FDN,14,False,False,48,NA,True
14.4EDN,14,False,False,4,NA,False
14.5EDY,14,True,False,5,NA,False
14.6EDN,14,False,False,6,NA,False
14.7EQN,14,False,True,7,NA,False
14.8EQN,14,False,True,8,NA,False
14.9EQY,14,True,True,9,NA,False
15.10EQY,15,True,True,10,NA,False
15.11EDN,15,False,False,11,NA,False
15.12EDY,15,True,False,12,NA,False
15.13EDN,15,False,False,13,NA,False
15.14EQN,15,False,True,14,NA,False
15.15EDY,15,True,False,15,NA,False
15.16EQN,15,False,True,16,NA,False
15.17FDY,15,True,False,17,NA,True
15.18FDY,15,True,False,18,NA,True
15.19FDY,15,True,False,19,NA,True
15.1EDY,15,True,False,1,NA,False
15.20FDY,15,True,False,20,NA,True
15.21FDY,15,True,False,21,NA,True
15.22FDY,15,True,False,22,NA,True
15.23FDY,15,True,False,23,NA,True
15.24FDY,15,True,False,24,NA,True
15.25FQY,15,True,True,25,NA,True
15.26FDY,15,True,False,26,NA,True
15.27FDY,15,True,False,27,NA,True
15.28FDY,15,True,False,28,NA,True
15.29FDY,15,True,False,29,NA,True
15.2EQY,15,True,True,2,NA,False
15.30FQY,15,True,True,30,NA,True
15.31FQY,15,True,True,31,NA,True
15.32FQY,15,True,True,32,NA,True
15.33FQN,15,False,True,33,NA,True
15.34FDN,15,False,False,34,NA,True
15.35FQN,15,False,True,35,NA,True
15.36FDN,15,False,False,36,NA,True
15.37FQN,15,False,True,37,NA,True
15.38FQN,15,False,True,38,NA,True
15.39FQN,15,False,True,39,NA,True
15.3EQY,15,True,True,3,NA,False
15.40FQN,15,False,True,40,NA,True
15.41FQN,15,False,True,41,NA,True
15.42FQN,15,False,True,42,NA,True
15.43FQN,15,False,True,43,NA,True
15.44FDN,15,False,False,44,NA,True
15.45FDN,15,False,False,45,NA,True
15.46FQN,15,False,True,46,NA,True
15.47FQN,15,False,True,47,NA,True
15.48FQN,15,False,True,48,NA,True
15.4EQN,15,False,True,4,NA,False
15.5EQY,15,True,True,5,NA,False
15.6EQN,15,False,True,6,NA,False
15.7EDN,15,False,False,7,NA,False
15.8EDN,15,False,False,8,NA,False
15.9EDY,15,True,False,9,NA,False
16.10EDN,16,False,False,10,NA,False
16.11EQY,16,True,True,11,NA,False
16.12EQN,16,False,True,12,NA,False
16.13EQY,16,True,True,13,NA,False
16.14EDY,16,True,False,14,NA,False
16.15EQN,16,False,True,15,NA,False
16.16EDY,16,True,False,16,NA,False
16.17FQY,16,True,True,17,NA,True
16.18FQY,16,True,True,18,NA,True
16.19FQY,16,True,True,19,NA,True
16.1EQN,16,False,True,1,NA,False
16.20FQY,16,True,True,20,NA,True
16.21FQY,16,True,True,21,NA,True
16.22FQY,16,True,True,22,NA,True
16.23FQY,16,True,True,23,NA,True
16.24FQY,16,True,True,24,NA,True
16.25FDY,16,True,False,25,NA,True
16.26FQY,16,True,True,26,NA,True
16.27FQY,16,True,True,27,NA,True
16.28FQY,16,True,True,28,NA,True
16.29FQY,16,True,True,29,NA,True
16.2EDN,16,False,False,2,NA,False
16.30FDY,16,True,False,30,NA,True
16.31FDY,16,True,False,31,NA,True
16.32FDY,16,True,False,32,NA,True
16.33FDN,16,False,False,33,NA,True
16.34FQN,16,False,True,34,NA,True
16.35FDN,16,False,False,35,NA,True
16.36FQN,16,False,True,36,NA,True
16.37FDN,16,False,False,37,NA,True
16.38FDN,16,False,False,38,NA,True
16.39FDN,16,False,False,39,NA,True
16.3EDN,16,False,False,3,NA,False
16.40FDN,16,False,False,40,NA,True
16.41FDN,16,False,False,41,NA,True
16.42FDN,16,False,False,42,NA,True
16.43FDN,16,False,False,43,NA,True
16.44FQN,16,False,True,44,NA,True
16.45FQN,16,False,True,45,NA,True
16.46FDN,16,False,False,46,NA,True
16.47FDN,16,False,False,47,NA,True
16.48FDN,16,False,False,48,NA,True
16.4EDY,16,True,False,4,NA,False
16.5EDN,16,False,False,5,NA,False
16.6EDY,16,True,False,6,NA,False
16.7EQY,16,True,True,7,NA,False
16.8EQY,16,True,True,8,NA,False
16.9EQN,16,False,True,9,NA,False
17.10EQN,17,False,True,10,NA,False
17.11EDY,17,True,False,11,NA,False
17.12EDN,17,False,False,12,NA,False
17.13EDY,17,True,False,13,NA,False
17.14EQY,17,True,True,14,NA,False
17.15EDN,17,False,False,15,NA,False
17.16EQY,17,True,True,16,NA,False
17.17FDY,17,True,False,17,NA,True
17.18FDY,17,True,False,18,NA,True
17.19FDY,17,True,False,19,NA,True
17.1EDN,17,False,False,1,NA,False
17.20FDY,17,True,False,20,NA,True
17.21FDY,17,True,False,21,NA,True
17.22FDY,17,True,False,22,NA,True
17.23FDY,17,True,False,23,NA,True
17.24FDY,17,True,False,24,NA,True
17.25FQY,17,True,True,25,NA,True
17.26FDY,17,True,False,26,NA,True
17.27FDY,17,True,False,27,NA,True
17.28FDY,17,True,False,28,NA,True
17.29FDY,17,True,False,29,NA,True
17.2EQN,17,False,True,2,NA,False
17.30FQY,17,True,True,30,NA,True
17.31FQY,17,True,True,31,NA,True
17.32FQY,17,True,True,32,NA,True
17.33FQN,17,False,True,33,NA,True
17.34FDN,17,False,False,34,NA,True
17.35FQN,17,False,True,35,NA,True
17.36FDN,17,False,False,36,NA,True
17.37FQN,17,False,True,37,NA,True
17.38FQN,17,False,True,38,NA,True
17.39FQN,17,False,True,39,NA,True
17.3EQN,17,False,True,3,NA,False
17.40FQN,17,False,True,40,NA,True
17.41FQN,17,False,True,41,NA,True
17.42FQN,17,False,True,42,NA,True
17.43FQN,17,False,True,43,NA,True
17.44FDN,17,False,False,44,NA,True
17.45FDN,17,False,False,45,NA,True
17.46FQN,17,False,True,46,NA,True
17.47FQN,17,False,True,47,NA,True
17.48FQN,17,False,True,48,NA,True
17.4EQY,17,True,True,4,NA,False
17.5EQN,17,False,True,5,NA,False
17.6EQY,17,True,True,6,NA,False
17.7EDY,17,True,False,7,NA,False
17.8EDY,17,True,False,8,NA,False
17.9EDN,17,False,False,9,NA,False
19.10EQY,19,True,True,10,NA,False
19.11EDN,19,False,False,11,NA,False
19.12EDY,19,True,False,12,NA,False
19.13EDN,19,False,False,13,NA,False
19.14EQN,19,False,True,14,NA,False
19.15EDY,19,True,False,15,NA,False
19.16EQN,19,False,True,16,NA,False
19.17FDY,19,True,False,17,NA,True
19.18FDY,19,True,False,18,NA,True
19.19FDY,19,True,False,19,NA,True
19.1EDY,19,True,False,1,NA,False
19.20FDY,19,True,False,20,NA,True
19.21FDY,19,True,False,21,NA,True
19.22FDY,19,True,False,22,NA,True
19.23FDY,19,True,False,23,NA,True
19.24FDY,19,True,False,24,NA,True
19.25FQY,19,True,True,25,NA,True
19.26FDY,19,True,False,26,NA,True
19.27FDY,19,True,False,27,NA,True
19.28FDY,19,True,False,28,NA,True
19.29FDY,19,True,False,29,NA,True
19.2EQY,19,True,True,2,NA,False
19.30FQY,19,True,True,30,NA,True
19.31FQY,19,True,True,31,NA,True
19.32FQY,19,True,True,32,NA,True
19.33FQN,19,False,True,33,NA,True
19.34FDN,19,False,False,34,NA,True
19.35FQN,19,False,True,35,NA,True
19.36FDN,19,False,False,36,NA,True
19.37FQN,19,False,True,37,NA,True
19.38FQN,19,False,True,38,NA,True
19.39FQN,19,False,True,39,NA,True
19.3EQY,19,True,True,3,NA,False
19.40FQN,19,False,True,40,NA,True
19.41FQN,19,False,True,41,NA,True
19.42FQN,19,False,True,42,NA,True
19.43FQN,19,False,True,43,NA,True
19.44FDN,19,False,False,44,NA,True
19.45FDN,19,False,False,45,NA,True
19.46FQN,19,False,True,46,NA,True
19.47FQN,19,False,True,47,NA,True
19.48FQN,19,False,True,48,NA,True
19.4EQN,19,False,True,4,NA,False
19.5EQY,19,True,True,5,NA,False
19.6EQN,19,False,True,6,NA,False
19.7EDN,19,False,False,7,NA,False
19.8EDN,19,False,False,8,NA,False
19.9EDY,19,True,False,9,NA,False
2.10EDY,2,True,False,10,NA,False
2.11EQN,2,False,True,11,NA,False
2.12EQY,2,True,True,12,NA,False
2.13EQN,2,False,True,13,NA,False
2.14EDN,2,False,False,14,NA,False
2.15EQY,2,True,True,15,NA,False
2.16EDN,2,False,False,16,NA,False
2.17FQY,2,True,True,17,NA,True
2.18FQY,2,True,True,18,NA,True
2.19FQY,2,True,True,19,NA,True
2.1EQY,2,True,True,1,NA,False
2.20FQY,2,True,True,20,NA,True
2.21FQY,2,True,True,21,NA,True
2.22FQY,2,True,True,22,NA,True
2.23FQY,2,True,True,23,NA,True
2.24FQY,2,True,True,24,NA,True
2.25FDY,2,True,False,25,NA,True
2.26FQY,2,True,True,26,NA,True
2.27FQY,2,True,True,27,NA,True
2.28FQY,2,True,True,28,NA,True
2.29FQY,2,True,True,29,NA,True
2.2EDY,2,True,False,2,NA,False
2.30FDY,2,True,False,30,NA,True
2.31FDY,2,True,False,31,NA,True
2.32FDY,2,True,False,32,NA,True
2.33FDN,2,False,False,33,NA,True
2.34FQN,2,False,True,34,NA,True
2.35FDN,2,False,False,35,NA,True
2.36FQN,2,False,True,36,NA,True
2.37FDN,2,False,False,37,NA,True
2.38FDN,2,False,False,38,NA,True
2.39FDN,2,False,False,39,NA,True
2.3EDY,2,True,False,3,NA,False
2.40FDN,2,False,False,40,NA,True
2.41FDN,2,False,False,41,NA,True
2.42FDN,2,False,False,42,NA,True
2.43FDN,2,False,False,43,NA,True
2.44FQN,2,False,True,44,NA,True
2.45FQN,2,False,True,45,NA,True
2.46FDN,2,False,False,46,NA,True
2.47FDN,2,False,False,47,NA,True
2.48FDN,2,False,False,48,NA,True
2.4EDN,2,False,False,4,NA,False
2.5EDY,2,True,False,5,NA,False
2.6EDN,2,False,False,6,NA,False
2.7EQN,2,False,True,7,NA,False
2.8EQN,2,False,True,8,NA,False
2.9EQY,2,True,True,9,NA,False
20.10EDN,20,False,False,10,NA,False
20.11EQY,20,True,True,11,NA,False
