filename,Q_condition,item,inter_reading,GP_condition,participant
21.7EDY,False,7,1700,True,21
21.8EDY,False,8,0,True,21
21.9EDN,False,9,1700,False,21
210.10EDY,False,10,2150,True,210
210.11EQN,True,11,5350,False,210
210.12EQY,True,12,1700,True,210
210.13EQN,True,13,2000,False,210
210.14EDN,False,14,2650,False,210
210.15EQY,True,15,2350,True,210
210.16EDN,False,16,1550,False,210
210.17FQY,True,17,4800,True,210
210.18FQY,True,18,2550,True,210
210.19FQY,True,19,4600,True,210
210.1EQY,True,1,1900,True,210
210.20FQY,True,20,2250,True,210
210.21FQY,True,21,2650,True,210
210.22FQY,True,22,1250,True,210
210.23FQY,True,23,3950,True,210
210.24FQY,True,24,2650,True,210
210.25FDY,False,25,500,True,210
210.26FQY,True,26,5800,True,210
210.27FQY,True,27,5400,True,210
210.28FQY,True,28,4850,True,210
210.29FQY,True,29,0,True,210
210.2EDY,False,2,1800,True,210
210.30FDY,False,30,1450,True,210
210.31FDY,False,31,2100,True,210
210.32FDY,False,32,1100,True,210
210.33FDN,False,33,1950,False,210
210.34FQN,True,34,2650,False,210
210.35FDN,False,35,2000,False,210
210.36FQN,True,36,1250,False,210
210.37FDN,False,37,3300,False,210
210.38FDN,False,38,5500,False,210
210.39FDN,False,39,1800,False,210
210.3EDY,False,3,4350,True,210
210.40FDN,False,40,2600,False,210
210.41FDN,False,41,3750,False,210
210.42FDN,False,42,2650,False,210
210.43FDN,False,43,1600,False,210
210.44FQN,True,44,1200,False,210
210.45FQN,True,45,3500,False,210
210.46FDN,False,46,4050,False,210
210.47FDN,False,47,2150,False,210
210.48FDN,False,48,1500,False,210
210.4EDN,False,4,3800,False,210
210.5EDY,False,5,2700,True,210
210.6EDN,False,6,1250,False,210
210.7EQN,True,7,2600,False,210
210.8EQN,True,8,8850,False,210
210.9EQY,True,9,4400,True,210
212.10EDN,False,10,5700,False,212
212.11EQY,True,11,0,True,212
212.12EQN,True,12,500,False,212
212.13EQY,True,13,1650,True,212
212.14EDY,False,14,1200,True,212
212.15EQN,True,15,1350,False,212
212.16EDY,False,16,4050,True,212
212.17FQY,True,17,1500,True,212
212.18FQY,True,18,1500,True,212
212.19FQY,True,19,950,True,212
212.1EQN,True,1,2900,False,212
212.20FQY,True,20,2350,True,212
212.21FQY,True,21,2250,True,212
212.22FQY,True,22,1300,True,212
212.23FQY,True,23,1600,True,212
212.24FQY,True,24,3450,True,212
212.25FDY,False,25,800,True,212
212.26FQY,True,26,2750,True,212
212.27FQY,True,27,3750,True,212
212.28FQY,True,28,500,True,212
212.29FQY,True,29,300,True,212
212.2EDN,False,2,1100,False,212
212.30FDY,False,30,1650,True,212
212.31FDY,False,31,4200,True,212
212.32FDY,False,32,2450,True,212
212.33FDN,False,33,750,False,212
212.34FQN,True,34,1850,False,212
212.35FDN,False,35,550,False,212
212.36FQN,True,36,4800,False,212
212.37FDN,False,37,550,False,212
212.38FDN,False,38,1150,False,212
212.39FDN,False,39,750,False,212
212.3EDN,False,3,400,False,212
212.40FDN,False,40,2000,False,212
212.41FDN,False,41,450,False,212
212.42FDN,False,42,1250,False,212
212.43FDN,False,43,1300,False,212
212.44FQN,True,44,1800,False,212
212.45FQN,True,45,950,False,212
212.46FDN,False,46,1100,False,212
212.47FDN,False,47,500,False,212
212.48FDN,False,48,2600,False,212
212.4EDY,False,4,3850,True,212
212.5EDN,False,5,550,False,212
212.6EDY,False,6,3650,True,212
212.7EQY,True,7,6850,True,212
212.8EQY,True,8,4250,True,212
212.9EQN,True,9,750,False,212
214.10EDY,False,10,1800,True,214
214.11EQN,True,11,5100,False,214
214.12EQY,True,12,4350,True,214
214.13EQN,True,13,4200,False,214
214.14EDN,False,14,2400,False,214
214.15EQY,True,15,3350,True,214
214.16EDN,False,16,1850,False,214
214.17FQY,True,17,9700,True,214
214.18FQY,True,18,4800,True,214
214.19FQY,True,19,2350,True,214
214.1EQY,True,1,3150,True,214
214.20FQY,True,20,1800,True,214
214.21FQY,True,21,6450,True,214
214.22FQY,True,22,1600,True,214
214.23FQY,True,23,3600,True,214
214.24FQY,True,24,2550,True,214
214.25FDY,False,25,3450,True,214
214.26FQY,True,26,3300,True,214
214.27FQY,True,27,3000,True,214
214.28FQY,True,28,3900,True,214
214.29FQY,True,29,3100,True,214
214.2EDY,False,2,16950,True,214
214.30FDY,False,30,7750,True,214
214.31FDY,False,31,4050,True,214
214.32FDY,False,32,1250,True,214
214.33FDN,False,33,800,False,214
214.34FQN,True,34,4700,False,214
214.35FDN,False,35,2200,False,214
214.36FQN,True,36,2600,False,214
214.37FDN,False,37,5150,False,214
214.38FDN,False,38,2200,False,214
214.39FDN,False,39,3050,False,214
214.3EDY,False,3,1850,True,214
214.40FDN,False,40,1450,False,214
214.41FDN,False,41,1300,False,214
214.42FDN,False,42,7450,False,214
214.43FDN,False,43,5400,False,214
214.44FQN,True,44,4650,False,214
214.45FQN,True,45,3600,False,214
214.46FDN,False,46,3650,False,214
214.47FDN,False,47,2750,False,214
214.48FDN,False,48,4900,False,214
214.4EDN,False,4,1100,False,214
214.5EDY,False,5,4900,True,214
214.6EDN,False,6,5050,False,214
214.7EQN,True,7,5900,False,214
214.8EQN,True,8,3100,False,214
214.9EQY,True,9,1000,True,214
215.10EQY,True,10,3650,True,215
215.11EDN,False,11,2700,False,215
215.12EDY,False,12,3950,True,215
215.13EDN,False,13,3200,False,215
215.14EQN,True,14,2050,False,215
215.15EDY,False,15,2750,True,215
215.16EQN,True,16,3450,False,215
215.17FDY,False,17,3000,True,215
215.18FDY,False,18,3250,True,215
215.19FDY,False,19,2250,True,215
215.1EDY,False,1,4900,True,215
215.20FDY,False,20,4000,True,215
215.21FDY,False,21,2550,True,215
215.22FDY,False,22,2500,True,215
215.23FDY,False,23,2750,True,215
215.24FDY,False,24,3000,True,215
215.25FQY,True,25,1900,True,215
215.26FDY,False,26,6000,True,215
215.27FDY,False,27,2750,True,215
215.28FDY,False,28,3050,True,215
215.29FDY,False,29,6550,True,215
215.2EQY,True,2,2250,True,215
215.30FQY,True,30,2950,True,215
215.31FQY,True,31,3950,True,215
215.32FQY,True,32,3100,True,215
215.33FQN,True,33,5600,False,215
215.34FDN,False,34,3250,False,215
215.35FQN,True,35,4350,False,215
215.36FDN,False,36,3250,False,215
215.37FQN,True,37,4800,False,215
215.38FQN,True,38,2850,False,215
215.39FQN,True,39,4300,False,215
215.3EQY,True,3,6750,True,215
215.40FQN,True,40,2950,False,215
215.41FQN,True,41,2300,False,215
215.42FQN,True,42,3450,False,215
215.43FQN,True,43,2900,False,215
215.44FDN,False,44,3000,False,215
215.45FDN,False,45,4100,False,215
215.46FQN,True,46,4850,False,215
215.47FQN,True,47,2000,False,215
215.48FQN,True,48,3850,False,215
215.4EQN,True,4,3150,False,215
215.5EQY,True,5,3050,True,215
215.6EQN,True,6,3500,False,215
215.7EDN,False,7,3250,False,215
215.8EDN,False,8,1800,False,215
215.9EDY,False,9,5700,True,215
22.10EDY,False,10,2200,True,22
22.11EQN,True,11,-2,False,22
22.12EQY,True,12,-1,True,22
22.13EQN,True,13,6049,False,22
22.14EDN,False,14,800,False,22
22.15EQY,True,15,-1,True,22
22.16EDN,False,16,-1,False,22
22.17FQY,True,17,-1,True,22
22.18FQY,True,18,700,True,22
22.19FQY,True,19,850,True,22
22.1EQY,True,1,400,True,22
22.20FQY,True,20,649,True,22
22.21FQY,True,21,1100,True,22
22.22FQY,True,22,-1,True,22
22.23FQY,True,23,-2,True,22
22.24FQY,True,24,-1,True,22
22.25FDY,False,25,-1,True,22
22.26FQY,True,26,-1,True,22
22.27FQY,True,27,2050,True,22
22.28FQY,True,28,-2,True,22
22.29FQY,True,29,1349,True,22
22.2EDY,False,2,-1,True,22
22.30FDY,False,30,649,True,22
22.31FDY,False,31,649,True,22
22.32FDY,False,32,600,True,22
22.33FDN,False,33,649,False,22
22.34FQN,True,34,549,False,22
22.35FDN,False,35,-1,False,22
22.36FQN,True,36,850,False,22
22.37FDN,False,37,-2,False,22
22.38FDN,False,38,0,False,22
22.39FDN,False,39,-1,False,22
22.3EDY,False,3,899,True,22
22.40FDN,False,40,2650,False,22
22.41FDN,False,41,500,False,22
22.42FDN,False,42,-2,False,22
22.43FDN,False,43,1149,False,22
22.44FQN,True,44,2650,False,22
22.45FQN,True,45,1599,False,22
22.46FDN,False,46,0,False,22
22.47FDN,False,47,450,False,22
22.48FDN,False,48,1500,False,22
22.4EDN,False,4,-1,False,22
22.5EDY,False,5,-2,True,22
22.6EDN,False,6,649,False,22
22.7EQN,True,7,1150,False,22
22.8EQN,True,8,0,False,22
22.9EQY,True,9,850,True,22
3.10EQY,True,10,6149,True,3
3.11EDN,False,11,400,False,3
3.12EDY,False,12,2650,True,3
3.13EDN,False,13,2600,False,3
3.14EQN,True,14,2350,False,3
3.15EDY,False,15,2349,True,3
3.16EQN,True,16,3950,False,3
3.17FDY,False,17,2850,True,3
3.18FDY,False,18,2600,True,3
3.19FDY,False,19,950,True,3
3.1EDY,False,1,3750,True,3
3.20FDY,False,20,2100,True,3
3.21FDY,False,21,1200,True,3
3.22FDY,False,22,1550,True,3
3.23FDY,False,23,1150,True,3
3.24FDY,False,24,2150,True,3
3.25FQY,True,25,5300,True,3
3.26FDY,False,26,2749,True,3
3.27FDY,False,27,4650,True,3
3.28FDY,False,28,4650,True,3
3.29FDY,False,29,4500,True,3
3.2EQY,True,2,2300,True,3
3.30FQY,True,30,4850,True,3
3.31FQY,True,31,4750,True,3
3.32FQY,True,32,1250,True,3
3.33FQN,True,33,2900,False,3
3.34FDN,False,34,2800,False,3
3.35FQN,True,35,1200,False,3
3.36FDN,False,36,1150,False,3
3.37FQN,True,37,3900,False,3
3.38FQN,True,38,6800,False,3
3.39FQN,True,39,700,False,3
3.3EQY,True,3,5900,True,3
3.40FQN,True,40,5500,False,3
3.41FQN,True,41,2800,False,3
3.42FQN,True,42,899,False,3
3.43FQN,True,43,1450,False,3
3.44FDN,False,44,1850,False,3
3.45FDN,False,45,2200,False,3
3.46FQN,True,46,2200,False,3
3.47FQN,True,47,4400,False,3
3.48FQN,True,48,2150,False,3
3.4EQN,True,4,7450,False,3
3.5EQY,True,5,4600,True,3
3.6EQN,True,6,1750,False,3
3.7EDN,False,7,1750,False,3
3.8EDN,False,8,3900,False,3
3.9EDY,False,9,950,True,3
4.10EDN,False,10,1800,False,4
4.11EQY,True,11,3250,True,4
4.12EQN,True,12,1500,False,4
4.13EQY,True,13,2750,True,4
4.14EDY,False,14,3050,True,4
4.15EQN,True,15,4400,False,4
4.16EDY,False,16,3250,True,4
4.17FQY,True,17,1800,True,4
4.18FQY,True,18,3900,True,4
4.19FQY,True,19,2200,True,4
4.1EQN,True,1,3700,False,4
4.20FQY,True,20,4650,True,4
4.21FQY,True,21,1600,True,4
4.22FQY,True,22,1200,True,4
4.23FQY,True,23,1800,True,4
4.24FQY,True,24,3600,True,4
4.25FDY,False,25,2600,True,4
4.26FQY,True,26,3200,True,4
4.27FQY,True,27,3950,True,4
4.28FQY,True,28,2000,True,4
4.29FQY,True,29,1700,True,4
4.2EDN,False,2,1700,False,4
4.30FDY,False,30,1150,True,4
4.31FDY,False,31,1200,True,4
4.32FDY,False,32,2000,True,4
4.33FDN,False,33,3100,False,4
4.34FQN,True,34,1200,False,4
4.35FDN,False,35,2900,False,4
4.36FQN,True,36,3950,False,4
4.37FDN,False,37,1150,False,4
4.38FDN,False,38,1750,False,4
4.39FDN,False,39,2650,False,4
4.3EDN,False,3,1600,False,4
4.40FDN,False,40,1650,False,4
4.41FDN,False,41,1900,False,4
4.42FDN,False,42,1400,False,4
4.43FDN,False,43,4350,False,4
4.44FQN,True,44,3350,False,4
4.45FQN,True,45,2200,False,4
4.46FDN,False,46,2100,False,4
4.47FDN,False,47,1300,False,4
4.48FDN,False,48,1300,False,4
4.4EDY,False,4,2200,True,4
4.5EDN,False,5,4200,False,4
4.6EDY,False,6,1500,True,4
4.7EQY,True,7,2600,True,4
4.8EQY,True,8,2100,True,4
4.9EQN,True,9,3950,False,4
5.12EDN,False,12,5250,False,5
5.13EDY,False,13,4550,True,5
5.14EQY,True,14,4500,True,5
5.17FDY,False,17,5800,True,5
5.20FDY,False,20,5150,True,5
5.22FDY,False,22,4500,True,5
5.23FDY,False,23,5150,True,5
5.26FDY,False,26,4600,True,5
5.27FDY,False,27,4350,True,5
5.29FDY,False,29,5250,True,5
5.2EQN,True,2,3050,False,5
5.31FQY,True,31,5250,True,5
5.32FQY,True,32,4550,True,5
5.33FQN,True,33,5200,False,5
5.35FQN,True,35,5700,False,5
5.38FQN,True,38,4050,False,5
5.3EQN,True,3,6500,False,5
5.40FQN,True,40,7750,False,5
5.41FQN,True,41,4450,False,5
5.42FQN,True,42,10000,False,5
5.44FDN,False,44,6850,False,5
5.46FQN,True,46,4650,False,5
5.4EQY,True,4,6050,True,5
5.8EDY,False,8,4500,True,5
5.9EDN,False,9,2899,False,5
6.10EDY,False,10,550,True,6
6.11EQN,True,11,1500,False,6
6.12EQY,True,12,2450,True,6
6.13EQN,True,13,1450,False,6
6.14EDN,False,14,2800,False,6
6.15EQY,True,15,699,True,6
6.16EDN,False,16,4650,False,6
6.17FQY,True,17,1800,True,6
6.18FQY,True,18,2100,True,6
6.19FQY,True,19,1249,True,6
6.1EQY,True,1,2150,True,6
6.20FQY,True,20,1750,True,6
6.21FQY,True,21,2050,True,6
6.22FQY,True,22,949,True,6
6.23FQY,True,23,1500,True,6
6.24FQY,True,24,1000,True,6
6.25FDY,False,25,1250,True,6
6.26FQY,True,26,1900,True,6
6.27FQY,True,27,1850,True,6
6.28FQY,True,28,1500,True,6
6.29FQY,True,29,3450,True,6
6.2EDY,False,2,2100,True,6
6.30FDY,False,30,1250,True,6
6.31FDY,False,31,1500,True,6
6.32FDY,False,32,2000,True,6
6.33FDN,False,33,3650,False,6
6.34FQN,True,34,2100,False,6
6.35FDN,False,35,1900,False,6
6.36FQN,True,36,1199,False,6
6.37FDN,False,37,2650,False,6
6.38FDN,False,38,1700,False,6
6.39FDN,False,39,1550,False,6
6.3EDY,False,3,1650,True,6
6.40FDN,False,40,2300,False,6
6.41FDN,False,41,2000,False,6
6.42FDN,False,42,2100,False,6
6.43FDN,False,43,1600,False,6
6.44FQN,True,44,3450,False,6
6.45FQN,True,45,1099,False,6
6.46FDN,False,46,1450,False,6
6.47FDN,False,47,3200,False,6
6.48FDN,False,48,5200,False,6
6.4EDN,False,4,1450,False,6
6.5EDY,False,5,2550,True,6
6.6EDN,False,6,2000,False,6
6.7EQN,True,7,950,False,6
6.8EQN,True,8,2200,False,6
6.9EQY,True,9,2550,True,6
7.10EQY,True,10,1900,True,7
7.11EDN,False,11,950,False,7
7.12EDY,False,12,450,True,7
7.13EDN,False,13,749,False,7
7.14EQN,True,14,999,False,7
7.15EDY,False,15,999,True,7
7.16EQN,True,16,1799,False,7
7.17FDY,False,17,650,True,7
7.18FDY,False,18,450,True,7
7.19FDY,False,19,1350,True,7
7.1EDY,False,1,1250,True,7
7.20FDY,False,20,3000,True,7
7.21FDY,False,21,1399,True,7
7.22FDY,False,22,2250,True,7
7.23FDY,False,23,1750,True,7
7.24FDY,False,24,1200,True,7
7.25FQY,True,25,699,True,7
7.26FDY,False,26,1300,True,7
7.27FDY,False,27,849,True,7
7.28FDY,False,28,1500,True,7
7.29FDY,False,29,549,True,7
7.2EQY,True,2,1050,True,7
7.30FQY,True,30,1250,True,7
7.31FQY,True,31,2200,True,7
7.32FQY,True,32,1850,True,7
7.33FQN,True,33,1600,False,7
7.34FDN,False,34,3200,False,7
7.35FQN,True,35,850,False,7
7.36FDN,False,36,850,False,7
7.37FQN,True,37,1400,False,7
7.38FQN,True,38,1850,False,7
7.39FQN,True,39,1600,False,7
7.3EQY,True,3,449,True,7
7.40FQN,True,40,900,False,7
7.41FQN,True,41,2100,False,7
7.42FQN,True,42,1800,False,7
7.43FQN,True,43,-1,False,7
7.44FDN,False,44,1550,False,7
7.45FDN,False,45,999,False,7
7.46FQN,True,46,2800,False,7
7.47FQN,True,47,1300,False,7
7.48FQN,True,48,0,False,7
7.4EQN,True,4,950,False,7
7.5EQY,True,5,1050,True,7
7.6EQN,True,6,1300,False,7
7.7EDN,False,7,650,False,7
7.8EDN,False,8,950,False,7
7.9EDY,False,9,2000,True,7
8.10EDN,False,10,599,False,8
8.12EQN,True,12,0,False,8
8.13EQY,True,13,2449,True,8
8.14EDY,False,14,0,True,8
8.17FQY,True,17,1900,True,8
8.1EQN,True,1,1550,False,8
8.20FQY,True,20,4900,True,8
8.21FQY,True,21,0,True,8
8.22FQY,True,22,0,True,8
8.23FQY,True,23,1600,True,8
8.26FQY,True,26,1550,True,8
8.27FQY,True,27,9200,True,8
8.29FQY,True,29,1150,True,8
8.2EDN,False,2,3050,False,8
8.30FDY,False,30,0,True,8
8.31FDY,False,31,2450,True,8
8.32FDY,False,32,500,True,8
8.33FDN,False,33,-1,False,8
8.34FQN,True,34,-1,False,8
8.35FDN,False,35,649,False,8
8.38FDN,False,38,750,False,8
8.39FDN,False,39,-1,False,8
8.3EDN,False,3,2750,False,8
8.40FDN,False,40,599,False,8
8.41FDN,False,41,5349,False,8
8.42FDN,False,42,1050,False,8
8.44FQN,True,44,4200,False,8
8.46FDN,False,46,0,False,8
8.4EDY,False,4,4500,True,8
8.7EQY,True,7,-1,True,8
8.8EQY,True,8,1300,True,8
8.9EQN,True,9,0,False,8
9.10EQN,True,10,1850,False,9
9.11EDY,False,11,-2,True,9
9.12EDN,False,12,1900,False,9
9.13EDY,False,13,4000,True,9
9.14EQY,True,14,1649,True,9
9.15EDN,False,15,1800,False,9
9.16EQY,True,16,750,True,9
9.17FDY,False,17,1050,True,9
9.18FDY,False,18,-1,True,9
9.19FDY,False,19,2149,True,9
9.1EDN,False,1,2349,False,9
9.20FDY,False,20,5900,True,9
9.21FDY,False,21,4350,True,9
9.22FDY,False,22,2850,True,9
9.23FDY,False,23,2299,True,9
9.24FDY,False,24,2800,True,9
9.25FQY,True,25,999,True,9
9.26FDY,False,26,1500,True,9
9.27FDY,False,27,4350,True,9
9.28FDY,False,28,2550,True,9
9.29FDY,False,29,3300,True,9
9.2EQN,True,2,8850,False,9
9.30FQY,True,30,1799,True,9
9.31FQY,True,31,5250,True,9
9.32FQY,True,32,2199,True,9
9.33FQN,True,33,5000,False,9
9.34FDN,False,34,5150,False,9
9.35FQN,True,35,349,False,9
9.36FDN,False,36,2050,False,9
9.37FQN,True,37,3100,False,9
9.38FQN,True,38,3000,False,9
9.39FQN,True,39,2199,False,9
9.3EQN,True,3,3399,False,9
9.40FQN,True,40,3150,False,9
9.41FQN,True,41,4750,False,9
9.42FQN,True,42,3600,False,9
9.43FQN,True,43,2549,False,9
9.44FDN,False,44,1149,False,9
9.45FDN,False,45,2699,False,9
9.46FQN,True,46,3550,False,9
9.47FQN,True,47,1449,False,9
9.48FQN,True,48,3400,False,9
9.4EQY,True,4,6700,True,9
9.5EQN,True,5,3950,False,9
9.6EQY,True,6,1249,True,9
9.7EDY,False,7,5100,True,9
9.8EDY,False,8,4050,True,9
9.9EDN,False,9,749,False,9
